dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,23.977699,23.082295,38.230873,2.820973,-2.222085,2.125699,0.496170
0.050000,24.098286,23.144689,38.366645,2.715449,-2.110479,2.232116,0.458536
0.050000,24.216619,23.200372,38.497424,2.615589,-1.997206,2.265456,0.420908
0.050000,24.332617,23.249733,38.623488,2.521280,-1.886176,2.220617,0.383565
0.050000,24.446208,23.293167,38.745100,2.432227,-1.781066,2.102200,0.346769
0.050000,24.557318,23.331075,38.862498,2.347970,-1.685131,1.918682,0.310759
0.050000,24.665872,23.363855,38.975894,2.267914,-1.601116,1.680319,0.275747
0.050000,24.771793,23.391899,39.085465,2.191415,-1.529977,1.422761,0.241908
0.050000,24.874997,23.415587,39.191353,2.117761,-1.473077,1.138013,0.209386
0.050000,24.975395,23.435292,39.293666,2.046255,-1.430128,0.858968,0.178289
0.050000,25.072891,23.451371,39.392479,1.976264,-1.399817,0.606222,0.148691
0.050000,25.167388,23.464170,39.487838,1.907192,-1.381438,0.367591,0.120639
0.050000,25.258785,23.474019,39.579765,1.838534,-1.373167,0.165426,0.094154
0.050000,25.346983,23.481236,39.668258,1.769852,-1.373639,-0.009451,0.069235
0.050000,25.431884,23.486123,39.753299,1.700825,-1.380540,-0.138012,0.045863
0.050000,25.513394,23.488968,39.834858,1.631186,-1.392790,-0.245007,0.024010
0.050000,25.591423,23.490043,39.912895,1.560739,-1.408921,-0.322611,0.003633
0.050000,25.665889,23.489605,39.987362,1.489342,-1.427957,-0.380718,6.267872
0.050000,25.736714,23.487896,40.058208,1.416924,-1.448362,-0.408100,6.250305
0.050000,25.803831,23.485140,40.125382,1.343467,-1.469135,-0.415463,6.234064
0.050000,25.867174,23.481549,40.188826,1.268892,-1.491506,-0.447428,6.219095
0.050000,25.926689,23.477317,40.248491,1.193299,-1.511842,-0.406723,6.205346
0.050000,25.982324,23.472624,40.304324,1.116661,-1.532777,-0.418705,6.192765
0.050000,26.034038,23.467635,40.356279,1.039085,-1.551519,-0.374833,6.181304
0.050000,26.081791,23.462501,40.404307,0.960559,-1.570512,-0.379854,6.170918
0.050000,26.125550,23.457360,40.448366,0.881196,-1.587264,-0.335043,6.161565
0.050000,26.165288,23.452334,40.488421,0.801086,-1.602200,-0.298712,6.153204
0.050000,26.200979,23.447534,40.524433,0.720248,-1.616748,-0.290976,6.145802
0.050000,26.232604,23.443057,40.556374,0.638810,-1.628778,-0.240599,6.139328
0.050000,26.260144,23.438989,40.584213,0.556784,-1.640517,-0.234765,6.133753
0.050000,26.283587,23.435403,40.607928,0.474302,-1.649625,-0.182178,6.129053
0.050000,26.302920,23.432361,40.627499,0.391415,-1.657750,-0.162499,6.125209
0.050000,26.318134,23.429914,40.642908,0.308197,-1.664367,-0.132329,6.122204
0.050000,26.329221,23.428101,40.654143,0.224691,-1.670113,-0.114923,6.120025
0.050000,26.336179,23.426951,40.661195,0.141039,-1.673045,-0.058647,6.118663
0.050000,26.339003,23.426481,40.664058,0.057267,-1.675426,-0.047612,6.118111
0.050000,26.339382,23.426418,40.664442,0.007672,-0.991908,13.670367,6.118037
0.050000,26.339382,23.426418,40.664442,0.000000,-0.153439,16.769365,6.118037
